记录日期,订单号,订单号查重,客户订单总数,物流状态,是否收到退货/退货单据,是否退运费,是否退运费险,退款原因分类,具体操作要求,最终退款金额（美元）,退款日期,创建人,备注,父记录
2026/04/11,LC8133031,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",123.17,2026/04/12,黄佩銮,,
2026/04/11,LC8133733,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",99.9,2026/04/12,黄佩銮,,
2026/04/11,LC8133956,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",101.78,2026/04/12,黄佩銮,£75.60 GBP,
2026/04/11,LC8134765,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",125.91,2026/04/12,黄佩銮,,
2026/04/11,LC8136428,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",99.9,2026/04/12,黄佩銮,,
2026/04/11,LC8137179,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
SKT14-OceanCream-M
SHT45-OceanCream-S
LOT30-BlossomNavy-S
PT39-OpticWhite-M",283.58,2026/04/12,黄佩銮,,
2026/04/11,LC8137475,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",191.95,2026/04/12,黄佩銮,€163.72 EUR,
2026/04/11,LC8137724,单号登记重复，请检查,4,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
TA51-CharcoalBlack-XL
TA17-Sand-XL
MXD50-NavyBlue-L",249.89,2026/04/12,黄佩銮,3.16因折扣问题整单退过30$,
2026/04/11,LC8138564,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"9件退全款
PT21-MidnightBlue-M
OT52-PomegranateRed-M
JK20-NaturalMelange-M
TA13-OpticWhite-M
LWS-TA21BL-M
TA14-Rosa-M
TA51-BabyBlue-M
TA15-OpticWhite-M
OT57-IceBlue-M",598.53,2026/04/12,黄佩銮,,
2026/04/11,LC8138889,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MDD70-AquaBlue-L",119.9,2026/04/12,黄佩銮,,
2026/04/11,LC8139200,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
OT43-OpticWhite-XXL
OT43-SunOrange-XXL
LWS-SHT92GY-XXL",183.76,2026/04/12,黄佩銮,,
2026/04/11,LC8139320,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-MDD50-Stripe-L
MXD37-OliveMoss-L",221.74,2026/04/12,黄佩銮,£164.70 GBP,
2026/04/11,LC8140573,,6,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",145.9,2026/04/12,黄佩銮,,
2026/04/11,LC8140812,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",118.9,2026/04/12,黄佩銮,,
2026/04/11,LC8141050,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",94.41,2026/04/12,黄佩銮,,
2026/04/11,LC8141070,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",116.32,2026/04/12,黄佩銮,$161.00 CAD,
2026/04/11,LC8142924,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",205.8,2026/04/12,黄佩銮,,
2026/04/11,LC8142950,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",139.9,2026/04/12,黄佩銮,,
2026/04/11,LC8143668,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",73.47,2026/04/12,黄佩銮,$101.70 CAD,
2026/04/11,LC8143714,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",169.8,2026/04/12,黄佩銮,,
2026/04/11,LC8144029,,6,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",93.9,2026/04/12,黄佩銮,,
2026/04/11,LC8145413,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",99.48,2026/04/12,黄佩銮,$137.70 CAD,
2026/04/12,LC8146375,,2,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,208.05,2026/04/13,user943110,"$265.60 SGD
客户表示会再次购买。$265.60 SGD",
2026/04/12,LC8144075,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MXD77-SkyBlue-L
MDD158-IceBlue-L",197.82,2026/04/13,兰婷,,
2026/04/12,LC8150584,,1,未发货且标记取消,否,退运费,退运费险,其他,整单退全款,164.24,2026/04/13,user943110,"$227.70 CAD
客户表示换卡重买$227.70

",
2026/04/12,LC8134356,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",101.31,2026/04/13,兰婷,£75.60 GBP,
2026/04/12,LC8140588,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,41.36,2026/04/13,兰婷,按售价,
2026/04/12,LC8150311,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,89.8,2026/04/13,兰婷,,
2026/04/12,LC8146401,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,130.34,2026/04/13,兰婷,,
2026/04/12,LC8137216,,4,已发货,是,不退运费,不退运费险,产品问题,4件退全款,299.73,2026/04/13,兰婷,,
2026/04/12,LC8141262,,4,已发货,是,不退运费,不退运费险,产品问题,3件退全款,267.51,2026/04/13,兰婷,,
2026/04/12,LC8136842,,4,已发货,是,不退运费,不退运费险,产品问题,2件退全款,186.84,2026/04/13,兰婷,,
2026/04/12,LC8125916,,1,已发货,否,退运费,退运费险,物流问题,整单退全款,62.8,2026/04/13,兰婷,投递到错误地址 顾客不接受补发,
2026/04/12,LC8142746 ,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,211.45,2026/04/13,兰婷,⁠€180.93 EUR,
2026/04/12,LC8139825,,4,部分发货,否,不退运费,不退运费险,缺货问题,"1件退全款
ACC-SCK06-PlumElegance-OneSize",23.92,2026/04/13,兰婷,,
2026/04/12,LC8133184,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,80.91,2026/04/13,兰婷,,
2026/04/12,LC8134100,,1,已发货,否,退运费,退运费险,瑕疵问题,整单退全款,57.81,2026/04/13,兰婷,补发后收到还是破损,
2026/04/12,LC8132299,,4,已发货,是,不退运费,不退运费险,产品问题,1件退全款,107.91,2026/04/13,兰婷,,
2026/04/12,LC8130242 ,,4,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
SHT49-LightDenimBlue-XXL
LWS-MDD50-Stripe-XXL
LWS-TA51WH-XXL
PT34-LightDenimBlue-XXXL",278.88,2026/04/13,兰婷,,
2026/04/12,LC8150348,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,85.14,2026/04/13,兰婷,€72.85,
2026/04/12,LFR1725,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,88.73,2026/04/13,兰婷,"€75,92 EUR",
2026/04/12,LC8141406,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,237.8,2026/04/13,兰婷,,
2026/04/12,LC8139312,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MXD39-SageApple-L
OT58-Lavender-M",157.36,2026/04/13,用户275783,,
2026/04/12,LC8139336,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
LWS-MDD141PP-M
LWS-MDD141PP-L
MDD151-DarkPurple-L
MDD151-DarkPurple-M",439.6,2026/04/13,用户275783,,
2026/04/12,LC8127474,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,97.11,2026/04/13,黄佩銮,,
2026/04/12,LC8138610,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,169.8,2026/04/13,黄佩銮,,
2026/04/12,LC8139101,,2,已发货,是,不退运费,不退运费险,产品问题,1件退40%,39.07,2026/04/13,黄佩銮,按售价,
2026/04/12,LC8140967,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,186.84,2026/04/13,用户275783,,
2026/04/12,LC8137840,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,97.11,2026/04/13,用户275783,,
2026/04/12,LC8144690,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,79.9,2026/04/13,用户275783,,
2026/04/12,LC8145955,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
SHT63-OpticWhite-L
OT57-SageApple-S",127.34,2026/04/13,用户275783,,
2026/04/12,LC8138367,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,149.22,2026/04/13,用户275783,,
2026/04/12,LC8144408,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD39-MistyRose-XXL",103.92,2026/04/13,用户275783,,
2026/04/12,LC8139150,,8,已发货,否,不退运费,不退运费险,产品问题,1件退40%,43.96,2026/04/13,用户275783,按售价,
2026/04/12,LC8137682,,8,已发货,否,不退运费,不退运费险,产品问题,3件退40%,145.08,2026/04/13,用户275783,按售价,
2026/04/12,LC8143947,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD38-PomegranateRed-S",131.67,2026/04/13,用户275783,,
2026/04/12,LC8143687,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,202.06,2026/04/13,用户275783,,
2026/04/12,LC8142162,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,37.37,2026/04/13,黄佩銮,按售价,
2026/04/12,LC8147213,,7,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,102.94,2026/04/13,用户275783,⁠£76.80 GBP,
2026/04/12,LC8150836,单号登记重复，请检查,1,未发货,否,退运费,不退运费险,其他,退一个SHIPPINGCOST,10.05,2026/04/13,黄佩銮,"退运费
£7.50 GBP；⁠£7.50 GBP",
2026/04/12,LC8146176,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT67-SkyBlue-M",79.92,2026/04/13,用户275783,,
2026/04/12,LC8136762,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,123.84,2026/04/13,用户275783,,
2026/04/13,LC8124906,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MXD42KH-S",110.98,2026/04/14,黄佩銮,$153.00 CAD,
2026/04/13,LC8149951,,2,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,2件退全款,162.84,2026/04/14,黄佩銮,有其他账单要支付，没法为该订单支付,
2026/04/13,LC8142245,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,154.52,2026/04/14,黄佩銮,€131.32 EUR,
2026/04/13,LC8151246,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,订单异常/取消/修改订单,"1件退全款
LWS-OT10PK-M",79.9,2026/04/14,陈楚文,,
2026/04/13,LC8151246,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,券/折扣问题,"2件退15%
PT27-OpticWhite-M
SHT40-MidnightBlue-M",23.22,2026/04/14,陈楚文,按原价,
2026/04/13,LC8129695,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD39-SageApple-L",112.58,2026/04/14,用户275783,£83.30 GBP,
2026/04/13,LC8148746,,1,未发货,否,不退运费,不退运费险,缺货问题,"1件退20%
MXD77-Lavender-XL",21.16,2026/04/14,陈楚文,按售价。⁠£15.66 GBP,
2026/04/13,LC8150880,,1,未发货,否,不退运费,不退运费险,券/折扣问题,4件退5%,15.73,2026/04/14,陈楚文,按原价,
2026/04/13,LC8142567,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,179.84,2026/04/14,黄佩銮,,
2026/04/13,LC8127581,,4,已发货,是,不退运费,不退运费险,产品问题,1件退全款,111.92,2026/04/14,黄佩銮,,
2026/04/13,LC8127054,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD120-Rosa-M
MDD156-Rosa-M",195.34,2026/04/14,黄佩銮,,
2026/04/13,LC8143659,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,98.91,2026/04/14,陈楚文,,
2026/04/13,LC8128716,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,129.9,2026/04/14,陈楚文,,
2026/04/13,LC8114332,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,72.9,2026/04/14,高慧慧,拒付结束，客户已退货，需退款,
2026/04/13,LC8142965,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,116.91,2026/04/14,黄佩銮,,
2026/04/13,LC8146432,,1,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,255.7,2026/04/14,陈楚文,,
2026/04/13,LC8150535,,2,未发货,否,不退运费,不退运费险,订单异常/取消/修改订单,"2件退全款
TA15-OpticWhite-M
MDD108-AquaBlue-XL",204.8,2026/04/14,黄佩銮,取消重复下单的款式,
2026/04/13,LC8149898,,2,已发货,否,不退运费,不退运费险,券/折扣问题,2件退kr778.68,83.37,2026/04/14,黄佩銮,退120%代金券LC8143975AS。⁠kr778.68 SEK,
2026/04/13,LC8135302,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",93.42,2026/04/14,黄佩銮,,
2026/04/13,LC8137122,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",197.82,2026/04/14,黄佩銮,4月12日已退。,
2026/04/13,LC8138798,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",62.91,2026/04/14,黄佩銮,,
2026/04/13,LC8141819,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",239.7,2026/04/14,黄佩銮,,
2026/04/13,LC8142357,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD50-NavyBlue-M",107.01,2026/04/14,黄佩銮,,
2026/04/13,LC8142380,,4,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",70.03,2026/04/14,黄佩銮,£51.85 GBP,
2026/04/13,LC8143254,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",104.9,2026/04/14,黄佩銮,,
2026/04/13,LC8143387,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",107.15,2026/04/14,黄佩銮,,
2026/04/13,LFR1751,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,179.76,2026/04/14,用户275783,"€152,84 EUR",
2026/04/13,LC8150836 ,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,订单异常/取消/修改订单,2件退15%,18.95,2026/04/14,用户275783,按售价。⁠£14.03 GBP,
2026/04/13,LC8144256,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.62,2026/04/14,用户275783,£55.25 GBP,
2026/04/13,LC8144594,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
SHT68-OpticWhite-L",103.13,2026/04/14,用户275783,£77.00 GBP,
2026/04/14,LC8146295,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
lws-mxd16bl-xxl",103.41,2026/04/15,兰婷,,
2026/04/14,LC8132318,,2,已发货,是,不退运费,不退运费险,产品问题,2件退全款,131.84,2026/04/15,兰婷,,
2026/04/14,LC8141344,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,224.82,2026/04/15,高慧慧,,
2026/04/14,LC8144703,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,76.41,2026/04/15,黄佩銮,,
2026/04/14,LC8138463,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,92.45,2026/04/15,高慧慧,€78.36 EUR,
2026/04/14,LC8151221,,3,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,97.82,2026/04/15,高慧慧,下错单,
2026/04/14,LC8132888,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
LWS-MDD48BK-XL
SHT56-HazeBlue-XL
MDD108-NavyBlue-XL",297.45,2026/04/15,兰婷,$409.5 CAD,
2026/04/14,LC8137477,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT50-OpticWhite-L",80.91,2026/04/15,兰婷,,
2026/04/14,LC8142729,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,109.9,2026/04/15,陈楚文,,
2026/04/14,LC8148009,,2,未发货且标记取消,否,不退运费,不退运费险,缺货问题,"1件退全款
BOT22-ForestOlive-XL",62.91,2026/04/15,陈楚文,,
2026/04/14,LC8127905,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,38.84,2026/04/15,高慧慧,按售价,
2026/04/14,LC8151818,,1,已发货,否,不退运费,不退运费险,券/折扣问题,2件退5%,10.74,2026/04/15,陈楚文,按原价,
2026/04/14,LUK2552,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
OT53-AquaBlue-L
LWS-OT8LVD-M",142.67,2026/04/15,陈楚文,£105.12 GBP,
2026/04/14,LC8132992,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",97.72,2026/04/15,陈楚文,£72.00 GBP,
2026/04/14,LC8151334,,3,未发货,否,不退运费,不退运费险,券/折扣问题,5件退10%,42.45,2026/04/15,陈楚文,按原价,
2026/04/14,LC8138752,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT53-OpticWhite-XXL",71.91,2026/04/15,兰婷,,
2026/04/14,LC8135252,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",71.92,2026/04/15,兰婷,,
2026/04/14,LC8146248,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",113.6,2026/04/15,兰婷,£83.70 GBP,
2026/04/14,LC8131246,,3,已发货,否,不退运费,不退运费险,产品问题,"2件退40%
",46.82,2026/04/15,陈楚文,按售价。⁠£34.50 GBP,
2026/04/14,LC8151411,,8,未发货,否,不退运费,不退运费险,券/折扣问题,2件退50$,,,黄佩銮,退代金券DT50（50$）,
2026/04/14,LC8144093,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD149-SageKhaki-L
TA51-CharcoalBlack-L",179.82,2026/04/15,黄佩銮,,
2026/04/14,LC8150363,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,78.99,2026/04/15,高慧慧,⁠£58.20 GBP,
2026/04/14,LC8127240,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,152.82,2026/04/15,兰婷,,
2026/04/14,LC8137617,,5,已发货,是,不退运费,不退运费险,产品问题,1件退全款,114.9,2026/04/15,兰婷,,
2026/04/14,LC8132934,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MXD50-NavyBlue-L
PT41-OpticWhite-XL",175.04,2026/04/15,黄佩銮,,
2026/04/14,LC8134715,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MND28-AvocadoGreen-L
LWS-SOT02-White-L",176.8,2026/04/15,黄佩銮,,
2026/04/14,LC8128893,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT61-NaturalLinen-L",67.41,2026/04/15,高慧慧,,
2026/04/14,LC8137756,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
MXD88-OatMilk-L
MXD63-Brown-L
lws-mxd16pk-l",292.23,2026/04/15,兰婷,,
2026/04/14,LC8140780,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,355.16,2026/04/15,黄佩銮,$489.00 CAD,
2026/04/14,LC8140252,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD87-BlushPaisley-S",76.74,2026/04/15,兰婷,,
2026/04/14,LC8130709,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,99.9,2026/04/15,兰婷,,
2026/04/14,LC8130914,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,234.7,2026/04/15,兰婷,,
2026/04/14,LC8135919,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
TA51-CharcoalBlack-L",70.42,2026/04/15,黄佩銮,$97.00 CAD,
2026/04/14,LC8137572,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD120-Rosa-XL
PT45-BabyBlue-XL",164.74,2026/04/15,黄佩銮,,
2026/04/14,LC8138249,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
",390.08,2026/04/15,黄佩銮,,
2026/04/14,LC8139358,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
lws-mxd15bl-s",102.18,2026/04/15,黄佩銮,€86.66 EUR,
2026/04/14,LC8139908,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",79.9,2026/04/15,黄佩銮,,
2026/04/14,LC8140713,,2,已发货,是,不退运费,不退运费险,产品问题,"6件退全款
OT53-AquaBlue-M
SHT54-OpticWhite-S
SHT54-CharcoalBlack-S
OT57-IceBlue-S
JK22-Rosewood-M
LWS-JK22NBL-M",413.46,2026/04/15,黄佩銮,,
2026/04/14,LC8140808,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",251.73,2026/04/15,黄佩銮,,
2026/04/14,LC8141273,,7,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT69-CharcoalBlack-L",67.13,2026/04/15,黄佩銮,,
2026/04/14,LC8141701,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD155-NavyStripe-S",125.91,2026/04/15,黄佩銮,,
2026/04/14,LC8141783,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",86.32,2026/04/15,黄佩銮,,
2026/04/14,LC8141842,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD112-Khaki-M
LWS-MDD70-AquaBlue-M",224.82,2026/04/15,黄佩銮,,
2026/04/14,LC8141889,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",120.42,2026/04/15,黄佩銮,£89.10 GBP,
2026/04/14,LC8141953,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",182.59,2026/04/15,黄佩銮,,
2026/04/14,LC8143294,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",144.34,2026/04/15,黄佩銮,,
2026/04/14,LC8143593,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",101.92,2026/04/15,黄佩銮,,
2026/04/14,LC8144549,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",118.92,2026/04/15,黄佩銮,,
2026/04/14,LC8146378,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",175.32,2026/04/15,黄佩銮,,
2026/04/14,LC8142589,,5,已发货,否,不退运费,不退运费险,产品问题,3件退40%,70.3,2026/04/16,用户275783,"按售价
实际退款日期2026/04/15",
2026/04/14,LC8148663,,4,已发货,否,退运费,不退运费险,其他,"1件退全款
运费退3.9刀",83.8,2026/04/16,用户275783,"实际退款日期2026/04/15
LC8145137想换尺码，后来有更喜欢的上衣，但自行下单了，因此退差价只留6刀的运费",
2026/04/14,LC8133334,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,184.66,2026/04/16,用户275783,实际退款日期2026/04/15,
2026/04/14,LC8135119,,6,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT67-SkyBlue-XXL",103.49,2026/04/16,用户275783,实际退款日期2026/04/15,
2026/04/14,LC8139678,,6,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT67-SkyBlue-L",94.21,2026/04/16,用户275783,实际退款日期2026/04/15,
2026/04/14,LC8145218,,2,已发货,否,不退运费,不退运费险,产品问题,1件退40%,33.51,2026/04/16,用户275783,"按售价
实际退款日期2026/04/15",
2026/04/14,LC8145330,,2,已发货,否,不退运费,不退运费险,产品问题,1件退40%,31.04,2026/04/16,用户275783,"按售价
实际退款日期2026/04/15",
2026/04/14,LC8150943,,1,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,227.7,2026/04/16,高慧慧,实际退款日期2026/04/15,
2026/04/14,LC8140206,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT69-CharcoalBlack-S",77.29,2026/04/16,用户275783,实际退款日期2026/04/15,
2026/04/14,LC8145703,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT57-SageApple-S",65.9,2026/04/16,用户275783,实际退款日期2026/04/15,
2026/04/14,LC8133485,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,236.76,2026/04/16,用户275783,实际退款日期2026/04/15,
2026/04/15,LC8142583,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,57.74,2026/04/16,用户275783,按售价,
2026/04/15,LC8137082 ,,2,已发货,是,不退运费,不退运费险,产品问题,2件退全款,219.8,2026/04/16,用户275783,,
2026/04/15,LC8140342 ,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,364.48,2026/04/16,用户275783,,
2026/04/15,LC8143036,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,107.91,2026/04/16,用户275783,,
2026/04/15,LC8139716,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,215.73,2026/04/16,用户275783,,
2026/04/15,LC8141781,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,251.82,2026/04/16,兰婷,,
2026/04/15,LC8151144,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,券/折扣问题,"2件退10%
PT67-OpticWhite-S
BOT34-EspressoBrown-S",17.48,2026/04/16,陈楚文,按原价,
2026/04/15,LC8151144,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,券/折扣问题,"2件退20%
SKT35-EspressoBrown-S
SKT29-Caramel-S",34.96,2026/04/16,陈楚文,"按原价
（客户原价加购了2件）",
2026/04/15,LC8150041,,3,未发货,否,不退运费,不退运费险,券/折扣问题,1件退5%,6,2026/04/16,陈楚文,按原价,
2026/04/15,LC8152447,,2,未发货,否,退运费,退运费险,订单异常/取消/修改订单,2件退全款,152.8,2026/04/16,乔恩,,
2026/04/15,LC8147394,,1,未发货,否,不退运费,不退运费险,券/折扣问题,4件退10%,26.74,2026/04/16,陈楚文,按原价,
2026/04/15,LC8146516,,4,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,155.82,2026/04/16,陈楚文,,
2026/04/15,LUK2568,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,97.59,2026/04/16,高慧慧,£71.90 GBP,
2026/04/15,LC8124255,,1,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,95.8,2026/04/16,高慧慧,,
2026/04/15,LC8132282,,1,未发货且标记取消,否,不退运费,不退运费险,缺货问题,"1件退全款
ACC-SCK04-Coffee-OneSize",19.9,2026/04/16,高慧慧,,
2026/04/15,LC8140190,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,170.82,2026/04/16,高慧慧,,
2026/04/15,LC8152452,,1,已发货,否,不退运费,不退运费险,券/折扣问题,3件退5%,16.4,2026/04/16,高慧慧,按原价。⁠€13.89 EUR,
2026/04/15,LC8126082,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,99.9,2026/04/16,高慧慧,,
2026/04/15,LC8152451,,1,已发货,否,不退运费,不退运费险,券/折扣问题,1件退10%,7.65,2026/04/16,高慧慧,按原价。⁠$10.50 CAD,
2026/04/15,LC8142700,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,84.9,2026/04/16,高慧慧,,
2026/04/15,LC8142388,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,116.91,2026/04/16,高慧慧,,
2026/04/15,LC8149143,,1,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,147.34,2026/04/16,高慧慧,,
2026/04/15,LC8135343,,5,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
OT49-MeadowDot-S
PT38-MeadowDot-M
MDD145-BurgundyRed-S",244.7,2026/04/16,高慧慧,,
2026/04/15,LC8136519,,2,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
MDD108-AquaBlue-XL
MDD108-AquaBlue-L
LWS-MDD151BL-M",389.7,2026/04/16,高慧慧,,
2026/04/15,LC8142095,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,250.51,2026/04/16,高慧慧,,
2026/04/15,LC8148014,,2,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,128.74,2026/04/16,高慧慧,顾客在收货前要离开地址,
